synthetic,date,machine_id,operator_id,weather,task_type,terrain,state,rpm,fuel_rate_lph,hyd_temp,speed_kmh,idle_min,payload_t,cycle_s
1,2026-07-01,CAT320-042,OP-101,clear,stockpile,soft,working,1452.663,16.787,64.723,3.522,0.0,8.627,35.492
1,2026-07-01,CAT320-042,OP-101,clear,stockpile,soft,working,1569.067,17.756,64.634,3.277,0.0,7.175,37.424
1,2026-07-01,CAT320-042,OP-101,clear,stockpile,soft,working,1381.372,17.552,63.089,0.0,0.0,6.648,35.327
1,2026-07-01,CAT320-042,OP-101,clear,stockpile,soft,working,1428.369,17.671,61.057,3.326,0.0,6.974,33.71
1,2026-07-01,CAT320-042,OP-101,clear,stockpile,soft,working,1504.392,18.081,61.002,0.0,0.0,7.26,33.508
1,2026-07-01,CAT320-042,OP-101,clear,stockpile,soft,working,1433.022,18.287,67.05,0.0,0.0,7.994,34.027
1,2026-07-01,CAT320-042,OP-101,clear,stockpile,soft,working,1474.631,16.838,62.08,2.933,0.0,7.792,35.424
1,2026-07-01,CAT320-042,OP-101,clear,stockpile,soft,working,1462.557,18.258,58.599,0.0,0.0,8.43,33.796
1,2026-07-01,CAT320-042,OP-101,clear,stockpile,soft,working,1284.914,17.528,63.094,0.0,0.0,7.511,29.659
1,2026-07-01,CAT320-042,OP-101,clear,stockpile,soft,working,1547.837,19.401,62.893,0.0,0.0,7.886,31.734
1,2026-07-01,CAT320-042,OP-101,clear,stockpile,soft,idle,836.577,4.275,54.914,0.0,3.977,7.886,31.734
1,2026-07-01,CAT320-042,OP-101,clear,stockpile,soft,idle,799.473,4.583,54.458,0.0,3.588,7.886,31.734
1,2026-07-01,CAT320-042,OP-101,clear,stockpile,soft,idle,819.779,3.736,60.444,0.0,2.859,7.886,31.734
1,2026-07-01,CAT320-042,OP-101,clear,stockpile,soft,idle,806.092,4.47,57.757,0.0,5.002,7.886,31.734
1,2026-07-01,CAT320-042,OP-101,clear,stockpile,soft,idle,827.512,4.179,57.166,0.0,1.202,7.886,31.734
1,2026-07-01,CAT320-042,OP-101,clear,stockpile,soft,idle,811.92,4.138,59.376,0.0,2.058,7.886,31.734
1,2026-07-01,CAT320-042,OP-101,clear,stockpile,soft,idle,819.833,4.735,55.89,0.0,3.373,7.886,31.734
1,2026-07-01,CAT320-042,OP-101,clear,stockpile,soft,idle,765.497,4.749,58.929,0.0,2.618,7.886,31.734
1,2026-07-01,CAT320-042,OP-101,clear,stockpile,soft,idle,840.067,4.239,57.431,0.0,4.135,7.886,31.734
1,2026-07-01,CAT320-042,OP-101,clear,stockpile,soft,idle,813.892,4.219,60.024,0.0,2.747,7.886,31.734
1,2026-07-01,CAT320-042,OP-101,clear,stockpile,soft,idle,818.246,3.997,55.73,0.0,3.644,7.886,31.734
1,2026-07-01,CAT320-042,OP-101,clear,stockpile,soft,idle,835.201,4.224,56.308,0.0,5.257,7.886,31.734
1,2026-07-01,CAT320-042,OP-101,clear,stockpile,soft,idle,817.994,4.506,56.215,0.0,2.035,7.886,31.734
1,2026-07-01,CAT320-042,OP-101,clear,stockpile,soft,idle,813.369,4.238,53.814,0.0,2.771,7.886,31.734
1,2026-07-01,CAT320-042,OP-101,clear,stockpile,soft,idle,794.368,4.51,55.459,0.0,2.763,7.886,31.734
1,2026-07-01,CAT320-042,OP-101,clear,stockpile,soft,idle,865.733,4.09,55.797,0.0,3.671,7.886,31.734
1,2026-07-01,CAT320-042,OP-101,clear,stockpile,soft,idle,819.939,3.852,57.922,0.0,3.208,7.886,31.734
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1541.751,17.937,61.138,0.0,0.0,5.48,39.708
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1366.056,17.734,65.687,0.0,0.0,5.909,41.758
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1412.413,17.462,66.175,0.0,0.0,6.359,39.906
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1379.719,18.329,60.497,0.0,0.0,5.255,41.027
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1417.363,17.212,62.901,0.0,0.0,5.21,41.449
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1461.725,16.853,62.904,0.0,0.0,5.012,38.611
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1480.21,17.428,64.707,0.0,0.0,5.154,36.899
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1433.21,17.665,61.492,0.0,0.0,5.546,44.28
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1516.193,17.758,62.796,0.0,0.0,5.382,40.249
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1425.624,15.926,64.303,0.0,0.0,5.385,42.964
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1476.447,16.779,60.824,0.0,0.0,5.818,36.224
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1502.766,17.991,64.167,0.0,0.0,5.095,37.874
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1421.717,15.752,66.722,0.0,0.0,4.942,41.682
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1478.137,18.531,66.816,0.0,0.0,5.46,41.222
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1419.282,18.563,64.641,0.0,0.0,4.895,36.831
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1458.712,15.132,64.053,0.0,0.0,5.926,37.238
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1415.325,16.035,61.045,0.0,0.0,5.292,43.163
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1455.9,16.116,62.213,0.0,0.0,5.071,42.627
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1474.372,18.357,62.923,0.0,0.0,4.976,40.422
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1471.781,18.326,61.785,0.0,0.0,5.11,45.178
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1417.402,17.603,63.5,0.0,0.0,5.629,40.484
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1423.122,17.185,63.468,0.0,0.0,5.31,38.854
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1484.027,17.872,62.411,0.0,0.0,4.892,37.306
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1489.059,18.146,62.253,0.0,0.0,5.34,40.85
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1446.843,16.761,63.471,0.0,0.0,5.435,39.97
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1471.506,19.001,59.671,0.0,0.0,5.234,41.668
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1497.003,17.994,62.481,0.0,0.0,5.545,41.22
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1492.403,19.247,65.339,0.0,0.0,4.828,41.677
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1386.539,17.17,57.935,0.0,0.0,5.756,41.197
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1402.214,18.928,62.258,0.0,0.0,5.16,36.99
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1575.642,19.43,60.478,0.0,0.0,5.361,44.888
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1503.744,19.891,61.455,0.0,0.0,5.442,41.664
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1515.049,19.375,62.381,0.0,0.0,5.805,42.41
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1381.632,17.21,63.617,0.0,0.0,5.619,38.183
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1444.009,15.57,62.33,0.0,0.0,5.073,39.737
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1443.943,18.882,57.479,0.0,0.0,5.394,41.556
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1520.928,20.26,63.625,0.0,0.0,6.043,41.951
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1447.64,19.092,66.915,0.0,0.0,5.385,42.545
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1491.909,18.616,65.939,0.0,0.0,5.908,40.509
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1468.11,19.501,59.981,0.0,0.0,5.697,40.174
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1440.478,19.148,63.988,0.0,0.0,4.825,41.448
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,working,1541.736,20.478,61.177,0.0,0.0,5.309,39.468
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,idle,798.93,4.436,57.52,0.0,3.223,5.309,39.468
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,idle,822.186,4.077,58.832,0.0,2.172,5.309,39.468
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,idle,806.825,4.624,61.477,0.0,2.404,5.309,39.468
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,idle,821.897,4.277,60.067,0.0,6.039,5.309,39.468
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,idle,790.71,4.241,57.903,0.0,2.872,5.309,39.468
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,idle,770.613,3.697,58.331,0.0,2.244,5.309,39.468
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,idle,815.76,4.274,58.238,0.0,2.301,5.309,39.468
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,idle,834.961,3.888,56.277,0.0,2.668,5.309,39.468
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,idle,853.953,4.191,55.521,0.0,2.096,5.309,39.468
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,idle,813.348,4.445,53.809,0.0,2.652,5.309,39.468
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,idle,808.657,5.086,58.911,0.0,2.087,5.309,39.468
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,idle,841.36,4.92,56.533,0.0,2.885,5.309,39.468
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,idle,856.358,4.373,58.343,0.0,2.639,5.309,39.468
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,idle,877.726,4.798,58.132,0.0,2.511,5.309,39.468
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,idle,759.182,4.423,56.612,0.0,3.812,5.309,39.468
1,2026-07-02,CAT320-042,OP-101,clear,trenching,firm,idle,840.474,4.081,53.619,0.0,3.492,5.309,39.468
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1468.021,17.519,61.161,0.0,0.0,6.963,41.11
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1441.286,18.783,62.777,0.0,0.0,6.72,38.517
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1517.899,20.334,63.85,0.0,0.0,7.821,37.774
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1392.602,17.122,63.415,0.0,0.0,7.71,38.459
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1486.263,16.699,62.437,0.0,0.0,7.139,41.216
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1485.527,19.176,61.551,0.0,0.0,7.45,35.918
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1634.3,19.918,61.32,3.758,0.0,7.25,39.741
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1478.224,17.425,62.049,0.0,0.0,7.266,36.445
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1455.218,17.986,59.452,0.0,0.0,7.881,34.281
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1513.352,17.941,64.262,2.683,0.0,7.757,39.334
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1566.901,20.861,62.041,0.0,0.0,7.92,35.729
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1470.554,19.226,61.998,0.0,0.0,9.158,36.181
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1552.627,17.492,62.441,0.0,0.0,7.533,38.271
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1559.001,20.382,60.798,0.0,0.0,7.973,37.783
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1526.375,19.249,66.574,2.764,0.0,7.938,42.257
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1524.64,19.396,62.444,3.647,0.0,7.561,38.572
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1478.733,17.42,62.518,0.0,0.0,8.279,34.965
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1490.958,19.885,67.626,0.0,0.0,7.221,35.126
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1524.412,19.167,66.096,0.0,0.0,7.866,37.042
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1477.061,18.669,61.655,0.0,0.0,8.569,39.913
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1482.146,17.953,58.732,0.0,0.0,8.066,39.194
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1488.891,19.751,62.086,0.0,0.0,7.837,39.111
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1551.346,20.703,61.721,0.0,0.0,7.043,37.111
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1474.187,18.033,64.862,0.0,0.0,7.09,40.374
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1504.379,18.096,63.71,0.0,0.0,8.19,36.574
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1450.471,18.164,61.869,0.0,0.0,7.837,36.329
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1492.83,19.982,64.178,0.0,0.0,8.283,40.043
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1528.505,21.148,66.401,0.0,0.0,7.626,35.677
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1519.859,19.808,62.858,0.0,0.0,8.231,35.354
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1475.328,15.956,64.268,0.0,0.0,8.361,39.007
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1466.279,18.74,61.177,0.0,0.0,7.315,39.695
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1478.398,19.605,62.717,0.0,0.0,8.071,34.006
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1474.403,19.594,62.317,2.769,0.0,8.113,37.576
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1425.976,17.384,63.925,0.0,0.0,8.361,37.722
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1503.496,21.017,63.742,0.0,0.0,7.57,38.344
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1440.264,18.483,63.122,0.0,0.0,7.591,39.696
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1371.491,14.704,63.744,0.0,0.0,7.677,36.891
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1466.842,16.76,59.503,0.0,0.0,7.949,35.925
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1421.989,16.613,64.303,0.0,0.0,8.669,32.938
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1460.816,18.886,66.512,0.0,0.0,7.767,38.21
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1421.598,17.499,64.664,0.0,0.0,8.119,37.816
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,working,1361.025,17.982,62.299,0.0,0.0,7.638,41.457
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,idle,778.602,4.242,61.881,0.0,2.733,7.638,41.457
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,idle,786.73,3.894,56.191,0.0,4.479,7.638,41.457
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,idle,795.355,3.958,58.769,0.0,4.264,7.638,41.457
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,idle,808.786,3.809,53.901,0.0,4.06,7.638,41.457
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,idle,753.084,4.462,55.74,0.0,2.349,7.638,41.457
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,idle,876.05,4.611,54.698,0.0,3.55,7.638,41.457
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,idle,854.736,3.939,55.093,0.0,4.067,7.638,41.457
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,idle,771.957,4.715,52.189,0.0,2.887,7.638,41.457
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,idle,811.913,4.121,57.332,0.0,2.036,7.638,41.457
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,idle,813.592,4.598,52.721,0.0,3.299,7.638,41.457
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,idle,798.562,4.246,57.442,0.0,3.0,7.638,41.457
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,idle,800.772,4.477,57.698,0.0,2.18,7.638,41.457
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,idle,881.197,5.008,54.075,0.0,2.364,7.638,41.457
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,idle,895.27,4.474,57.442,0.0,3.334,7.638,41.457
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,idle,803.764,4.126,55.899,0.0,2.789,7.638,41.457
1,2026-07-03,CAT320-042,OP-101,clear,stockpile,rocky,idle,808.055,4.046,54.596,0.0,3.894,7.638,41.457
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1471.156,17.787,63.454,0.0,0.0,7.333,26.646
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1450.215,19.419,65.273,0.0,0.0,8.305,31.645
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1469.552,16.866,63.419,0.0,0.0,8.25,29.766
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1375.509,17.171,64.777,0.0,0.0,7.314,29.364
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1468.643,18.801,62.505,3.1,0.0,7.346,29.884
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1478.058,17.529,60.084,2.731,0.0,6.982,29.66
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1388.79,18.746,62.28,0.0,0.0,8.157,30.437
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1497.076,20.014,65.425,0.0,0.0,8.149,29.421
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1519.683,18.852,63.628,0.0,0.0,6.964,32.483
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1458.387,19.819,64.332,0.0,0.0,7.295,31.671
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1543.752,16.593,61.649,0.0,0.0,7.986,31.698
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1491.921,18.116,60.73,0.0,0.0,8.451,28.256
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1406.022,18.044,61.59,0.0,0.0,7.93,29.215
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1424.623,18.656,61.732,0.0,0.0,7.898,29.151
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1649.466,22.141,62.895,0.0,0.0,7.413,29.86
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1533.639,19.532,61.799,0.0,0.0,8.492,31.329
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1514.854,19.396,65.12,0.0,0.0,8.563,30.947
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1390.866,15.804,66.183,0.0,0.0,7.156,30.326
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1515.144,20.043,62.795,3.481,0.0,8.737,32.248
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1448.155,19.872,59.596,0.0,0.0,7.782,30.345
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1491.222,18.577,64.546,0.0,0.0,8.259,28.395
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1443.812,18.248,57.829,0.0,0.0,8.14,32.023
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1573.239,19.949,60.175,3.268,0.0,7.957,30.426
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1466.815,19.307,68.405,2.846,0.0,6.916,30.08
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1420.899,16.403,62.579,0.0,0.0,8.53,31.005
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1504.959,17.974,60.421,0.0,0.0,8.011,31.62
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1401.533,16.98,59.295,0.0,0.0,7.109,28.749
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1490.936,20.845,60.005,0.0,0.0,8.023,27.083
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1466.994,20.218,62.323,0.0,0.0,7.621,31.673
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1500.142,17.243,61.029,0.0,0.0,7.967,27.656
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1441.407,18.647,59.434,0.0,0.0,8.14,31.069
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1445.615,17.759,64.504,0.0,0.0,6.632,30.777
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1636.799,21.513,65.468,0.0,0.0,7.185,26.082
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1410.315,16.842,57.955,0.0,0.0,8.142,30.298
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1589.085,21.478,66.18,0.0,0.0,7.302,31.305
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1407.852,15.175,59.596,0.0,0.0,7.703,29.991
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1470.133,20.5,65.595,0.0,0.0,7.74,28.243
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1433.217,18.916,60.517,0.0,0.0,7.616,32.207
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1487.048,17.761,63.452,0.0,0.0,8.691,27.649
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1405.849,20.172,63.966,0.0,0.0,8.594,27.958
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1459.941,18.569,63.559,0.0,0.0,8.238,31.299
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,working,1455.738,17.711,60.155,3.401,0.0,6.86,28.985
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,idle,833.597,3.703,55.373,0.0,3.108,6.86,28.985
1,2026-07-04,CAT320-042,OP-101,clear,stockpile,firm,idle,842.395,4.797,58.703,0.0,2.156,6.86,28.985
